chipset,form_factor,m2_interfaces,manufacturer,memory_max_gb,memory_ram_type,memory_slots,name,sata_ports,socket
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B450M DS3H WIFI DDR4 Micro ATX,0,AM4
AMD B650,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B650 GAMING X AX V2 AM5 DDR5 ATX,4,AM5
Intel B760,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI MAG B760 TOMAHAWK WIFI DDR5 ATX,0,LGA 1700
Intel B760,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B760 DS3H AX V2 (rev. 1.0) DDR5 ATX,4,LGA 1700
Intel H410,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI H410 M-A PRO DDR4 Micro ATX,4,LGA 1200
Intel Z890,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI Z890 GAMING PLUS WIFI,0,LGA 1851
Intel B860,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B860M DS3H WIFI6E DDR5 Micro ATX,0,LGA 1851
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,2,Gigabyte B760M GAMING AC DDR4 Micro ATX,4,LGA 1700
AMD X870E,ATX,"PCIe 5.0 x4, PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte X870E AORUS PRO X3D ICE DDR5 ATX,4,AM5
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI Z690 PRO Z690-A WIFI DDR5 ATX,0,LGA 1700
AMD B550,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,2,ASRock B550 B550M-ITX/ac AM4 DDR4 Mini ITX,0,AM4
Intel B760,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,192,DDR5,4,ASRock B760 Pro RS WiFi DDR5 ATX,4,LGA 1700
AMD A620,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus A620 PRIME A620M-A-CSM DDR5 Micro ATX,0,AM5
AMD B450,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI B450 A PRO AM4 DDR4 ATX,0,AM4
Intel Z690,ATX,"PCIe 4.0 x4/x2, PCIe 4.0 x4/x2, PCIe 4.0 x4/x2",Gigabyte,128,DDR4,4,Gigabyte Z690 UD AX DDR4 (rev. 1.x),6,LGA 1700
Intel B760,ATX,"PCIe 4.0 x4, PCIe 4.0 x2, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock B760 Pro RS/D4 WiFi White DDR4 ATX,4,LGA 1700
AMD X370,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI X370 SLI PLUS DDR4 ATX,6,AM4
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI X570S MAG TORPEDO MAX AM4 DDR4 ATX,6,AM4
AMD X670E,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte X670E AORUS MASTER (rev. 1.0) DDR5 EATX,0,AM5
AMD B650E,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x2",ASUS,256,DDR5,4,ASUS B650E MAX GAMING WIFI,4,AM5
Intel B660,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,192,DDR5,4,ASRock B660M Pro RS/D5 DDR5 Micro ATX,4,LGA 1700
Intel B560,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B560 HD3 DDR4 ATX,6,LGA 1200
Intel Z690,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte Z690M AORUS ELITE DDR4,6,LGA 1700
Intel B760,Micro ATX,"PCIe 4.0 x4 , PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR4,4,ASUS TUF GAMING B760M-PLUS II,4,LGA 1700
AMD X670E,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI X670E MPG CARBON WIFI AM5 DDR5 ATX,0,AM5
AMD X570,ATX,"PCIe 4.0 x4 & SATA, PCIe 4.0 x4, PCIe 4.0 x4 & SATA",ASUS,128,DDR4,4,ASUS PROART X570-CREATOR WIFI AM4 AMD X570 SATA 6Gb/s ATX AMD Motherboard,6,AM4
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 3.0 x4",Gigabyte,128,DDR4,4,Gigabyte B550 B550M K AM4 DDR4 Micro ATX,6,AM4
AMD B350,ATX,,Biostar,32,DDR4,2,Biostar AMD B350 TB350-BTC AM4 DDR4 ATX,4,AM4
AMD B650,Micro ATX,"PCIe 5.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,ASUS EX-B650M-V7 PLUS,4,AM5
Intel Z490,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Supermicro,128,DDR4,4,Supermicro Z490 C9Z490-PGW DDR4 ATX,0,LGA 1200
Intel B460,ATX,"PCIe Gen3 x4 & SATA3, PCIe Gen3 x4 & SATA3",ASRock,128,DDR4,4,ASRock B460 Pro4 ATX LGA1200 Motherboard,6,LGA 1200
Intel H510,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI H510 M-A PRO LGA1200 DDR4 Micro ATX,0,LGA 1200
AMD A520,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus A520 PRIME A520M-A/CSM DDR4 Micro ATX,4,AM4
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI X570-A PRO AM4 DDR4 ATX,0,AM4
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B450M DS3H AM4 DDR4 Micro ATX,0,AM4
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z790 D WIFI (rev. 1.0) DDR5 ATX,4,LGA 1700
AMD X370,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,4,Gigabyte X370 GA-AX370-Gaming 3 AM4 DDR4 ATX,6,AM4
Intel B860,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,Asus B860 PRIME B860M-A-CSM LGA1851 DDR5 Micro ATX,4,LGA 1851
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B550M GAMING X WIFI6 AM4 DDR4 Micro ATX,0,AM4
AMD B850,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B850 Phantom Gaming Riptide WiFi AM5 DDR5 ATX,0,AM5
Intel B660,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,2,ASRock B660 M-ITX/ac DDR4 Mini ITX,4,LGA 1700
AMD A520,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Biostar,64,DDR4,2,Biostar A520 A520MS AM4 DDR4 Micro ATX,4,AM4
Intel B860,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI B860 PRO B860M-VC WIFI LGA1851 DDR5 Micro ATX,0,LGA 1851
Intel Z890,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock Z890 Pro RS,4,LGA 1851
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,192,DDR5,4,ASRock Z690 Steel Legend WiFi 6E DDR5 ATX,0,LGA 1700
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus X570 PRIME X570-P/CSM AM4 DDR4 ATX,6,AM4
AMD B450,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,4,Gigabyte B450 AORUS PRO DDR4 ATX,0,AM4
AMD B850,Micro ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,ASUS TUF GAMING B850M-PLUS WIFI7,4,AM5
Intel H410,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,64,DDR4,2,Gigabyte H410M S2H LGA1200 DDR4 Micro ATX,4,LGA 1200
Intel B560,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock B560 M Pro4/ac DDR4 Micro ATX,6,LGA 1200
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI PRO B550M-P,0,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte B760M AORUS ELITE AX DDR5 Micro ATX,0,LGA 1700
Intel Z790,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,ASUS Z790 ROG MAXIMUS Z790 EXTREME WIFI DDR5 EATX,0,LGA 1700
Intel Z690,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI Z690 MEG GODLIKE DDR5 EATX,6,LGA 1700
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B650M PG Riptide WiFi White AM5 DDR5 Micro ATX,4,AM5
AMD B850,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,ASUS B850 MAX GAMING WIFI W,0,AM5
Intel B660,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,2,MSI B660 PRO-B660M-B DDR4 Micro ATX,4,LGA 1700
AMD X870,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock X870 Pro RS WiFi AM5 DDR5 ATX,0,AM5
AMD X470,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",ASRock,32,DDR4,2,ASRock X470 Fatal1ty Gaming-ITX/ac DDR4 Mini ITX,4,AM4
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte Z690 AORUS ELITE DDR4 V2 ,6,LGA 1700
Intel B460,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus B460 PRIME-PLUS DDR4 ATX,6,LGA 1200
Intel B860,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B860 Pro RS LGA1851 DDR5 ATX,4,LGA 1851
AMD B550,ATX,"PCIe 4.0 x4/x2 and SATA, PCIe 4.0 x4/x2, PCIe 3.0 x4/x2",Gigabyte,128,DDR4,4,GIGABYTE B550 AORUS PRO AC (AM4 AMD/B550/ATX/Dual M.2/SATA 6Gb/s/USB 3.2 Gen 2/Intel Dual Band 802.11AC WiFi/2.5 GbE LAN/PCIe 4.0/RGB Fusion 2.0/DDR4/Gaming Motherboard),6,AM4
AMD B350,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,64,DDR4,4,ASRock B350 AB350M Pro4 AM4 DDR4 Micro ATX,0,AM4
Intel H610,Micro ATX,,ASRock,64,DDR4,2,ASRock H610 M-HVS LGA1700 DDR4 Micro ATX,0,LGA 1700
Intel Z490,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus ROG STRIX Z490-G GAMING WI-FI DDR4 Micro ATX,6,LGA 1200
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,192,DDR5,4,MSI MPG Z690 FORCE WIFI DDR5 ATX,0,LGA 1700
AMD X670E,ATX,"PCIe 5.0 x4, PCIe 4.0 x4, PCIe 3.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus X670E TUF GAMING PLUS WIFI DDR5 ATX,4,AM5
Intel B760,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",Biostar,96,DDR5,2,Biostar B760 B760NH-E LGA1700 DDR5 Mini ITX,4,LGA 1700
Intel H510,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Biostar,64,DDR4,2,Biostar H510 MHP 2.0 LGA1200 DDR4 Micro ATX,4,LGA 1200
Intel B860,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR5,2,ASRock B860I WiFi LGA1851 DDR5 Mini ITX,0,LGA 1851
Intel B760,ATX," PCIe 4.0 x4,  PCIe 4.0 x4",ASUS,256,DDR5,4,ASUS PRIME B760M-A II,4,LGA 1700
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,256,DDR5,4,ASRock B850M Riptide WiFi AM5 DDR5 Micro ATX,0,AM5
Intel Z690,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z690 AERO D LGA1700 DDR5 EATX,6,LGA 1700
Intel B560,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,64,DDR4,2,Asus ROG STRIX B560-I GAMING WIFI LGA1200 DDR4 Mini ITX,4,LGA 1200
Intel B860,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI B860 PRO B860M-VC WIFI6E LGA1851 DDR5 Micro ATX,0,LGA 1851
Intel B560,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus B560 Pro M-CT/CSM LGA1200 DDR4 Micro ATX,0,LGA 1200
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,96,DDR5,2,MSI B760M GAMING WIFI DDR5 Micro ATX,4,LGA 1700
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Colorful,64,DDR4,2,Colorful B550 BATTLE-AX M-HD PRO V14 AM4 DDR4 Micro ATX,4,AM4
Intel Z790,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte Z790 AORUS MASTER X LGA1700 DDR5 EATX,0,LGA 1700
AMD B550,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4",Biostar,64,DDR4,2,Biostar B550 T-SILVER AM4 DDR4 Mini ITX,4,AM4
AMD B350,ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI B350 TOMAHAWK PLUS AM4 DDR4 ATX,4,AM4
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI B450M PRO-VDH MAX AM4 DDR4 Micro ATX,0,AM4
AMD B550,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus ROG STRIX B550-A GAMING,0,AM4
AMD B850,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,256,DDR5,4,Gigabyte B850 EAGLE WIFI7 ICE DDR5 ATX,0,AM5
AMD X370,Mini-ITX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,32,DDR4,2,Asus X370 ROG STRIX -I GAMING DDR4 Mini ITX,4,AM4
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte X570S AORUS PRO AX AM4 DDR4 ATX,0,AM4
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,256,DDR5,4,MSI B760 PRO B760M-P LGA1700 DDR5 Micro ATX,4,LGA 1700
Intel B660,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte B660M DS3H DDR4 Micro ATX LGA1700,0,LGA 1700
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,Asus PRIME-A WIFI LGA1700 DDR5 ATX,4,LGA 1700
AMD X870E,ATX,"PCIe 5.0 x4, PCIe 5.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,Asus X870E-H ROG STRIX GAMING WIFI7 DDR5 ATX,4,AM5
Intel B660,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI B660 MAG TOMAHAWK WIFI DDR4 ATX,0,LGA 1700
AMD B850,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,ASUS PRIME B850M-A-CSM,0,AM5
AMD B650,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte B650M K AM5 DDR5 Micro ATX,0,AM5
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",NZXT,128,DDR4,4,NZXT Z690 N5 WIFI DDR4 ATX,4,LGA 1700
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte Z790 S WIFI (rev. 1.0) DDR4 ATX,0,LGA 1700
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock Z690 PG Riptide LGA1700 DDR4 ATX,0,LGA 1700
AMD B550,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI PRO B550-VC,0,AM4
Intel Z790,EATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,96,DDR5,2,Gigabyte Z790 AORUS TACHYON LGA1700 DDR5 EATX,4,LGA 1700
Intel Z490,EATX,"PCIe 3.0 x4, PCIe 3.0 x4, PCIe 3.0 x4, PCIe 3.0 x4",ASUS,128,DDR4,4,ASUS ROG Maximus XII Extreme,8,LGA 1200
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,ASUS PRIME B760M-A D4,0,LGA 1700
Intel Z790,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Colorful,128,DDR5,4,Colorful Z790 CVN Z790M FROZEN D5 V20 DDR5 Micro ATX,6,LGA 1700
Intel Z790,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,ASUS PRIME Z790-P D4-CSM,4,LGA 1700
AMD A520,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Biostar,64,DDR4,2,Biostar A520 A520MH AM4 DDR4 Micro ATX,4,AM4
Intel Z890,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,ASUS ProArt Z890-CREATOR WIFI DDR5 ATX LGA1851,0,LGA 1851
AMD A320,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASRock,32,DDR4,2,ASRock A320 M-HDV R3.0 AM4 DDR4 Micro ATX,4,AM4
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,ASUS PRIME B550M-A WIFI II,4,AM4
AMD B650,Micro ATX,"PCIe 5.0 x4, PCIe 4.0 x4",ASUS,192,DDR5,4,ASUS PRIME B650M-A AX II,8,AM5
Intel B860,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Biostar,128,DDR5,2,Biostar B860 MT2-E DJ LGA1851 DDR5 Micro ATX,0,LGA 1851
AMD B550,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus ProArt B550-CREATOR,0,AM4
Intel H670,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock H670 Steel Legend DDR4 ATX,0,LGA 1700
AMD X570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus Pro WS X570-ACE AM4 DDR4 ATX,4,AM4
AMD B550,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",MSI,128,DDR4,4,MSI PRO B550M-B,0,AM4
AMD B450,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",MSI,64,DDR4,4,MSI B450M BAZOOKA DDR4 Micro ATX,4,AM4
Intel H570,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,128,DDR4,4,Asus H570 TUF GAMING PRO WIFI DDR4 ATX,6,LGA 1200
Intel H610,Mini-ITX,PCIe 3.0 x4/x2,Gigabyte,64,DDR4,2,Gigabyte H610I DDR4 Motherboard,4,LGA 1700
Intel Z890,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASUS,256,DDR5,4,Asus Z890-H ROG STRIX GAMING WIFI DDR5 ATX,0,LGA 1851
Intel B760,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte B760 AORUS ELITE AX DDR5 ATX,0,LGA 1700
AMD A520,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,128,DDR4,4,Gigabyte A520M DS3H AC DDR4 Micro ATX,0,AM4
AMD B650,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",Gigabyte,192,DDR5,4,Gigabyte B650 GAMING X AX DDR5 ATX,0,AM5
Intel Z690,ATX,"PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4, PCIe 4.0 x4",ASRock,128,DDR4,4,ASRock Z690 Steel Legend DDR4 ATX,0,LGA 1700
Intel B760,Micro ATX,"PCIe 4.0 x4, PCIe 4.0 x4",ASUS,96,DDR5,2,ASUS EX-B760M-V7,4,LGA 1700
Intel H410,Mini-ITX,PCIe 4.0 x4,ASRock,64,DDR4,2,ASRock H410 M-ITX/ac DDR4 Mini ITX,4,LGA 1200
